"gene_id","mod_num","mod_color"
"ENSG00000092010",2,"blue"
"ENSG00000092036",2,"blue"
"ENSG00000092140",4,"yellow"
"ENSG00000092200",2,"blue"
"ENSG00000092470",1,"turquoise"
"ENSG00000092531",2,"blue"
"ENSG00000092758",2,"blue"
"ENSG00000092820",3,"brown"
"ENSG00000092847",4,"yellow"
"ENSG00000092871",1,"turquoise"
"ENSG00000092978",1,"turquoise"
"ENSG00000093134",2,"blue"
"ENSG00000094916",7,"black"
"ENSG00000095303",1,"turquoise"
"ENSG00000095383",1,"turquoise"
"ENSG00000095585",9,"magenta"
"ENSG00000096063",2,"blue"
"ENSG00000096092",1,"turquoise"
"ENSG00000096093",0,"grey"
"ENSG00000096433",6,"red"
"ENSG00000096654",4,"yellow"
"ENSG00000096996",6,"red"
"ENSG00000097033",3,"brown"
"ENSG00000097046",1,"turquoise"
"ENSG00000097096",7,"black"
"ENSG00000099139",7,"black"
"ENSG00000099194",0,"grey"
"ENSG00000099204",7,"black"
"ENSG00000099308",1,"turquoise"
"ENSG00000099385",2,"blue"
"ENSG00000099795",0,"grey"
"ENSG00000099875",1,"turquoise"
"ENSG00000099917",6,"red"
"ENSG00000099949",6,"red"
"ENSG00000099985",2,"blue"
"ENSG00000099995",1,"turquoise"
"ENSG00000100024",1,"turquoise"
"ENSG00000100027",8,"pink"
"ENSG00000100030",2,"blue"
"ENSG00000100034",2,"blue"
"ENSG00000100055",2,"blue"
"ENSG00000100077",4,"yellow"
"ENSG00000100083",6,"red"
"ENSG00000100097",0,"grey"
"ENSG00000100100",7,"black"
"ENSG00000100106",1,"turquoise"
"ENSG00000100124",3,"brown"
"ENSG00000100147",6,"red"
"ENSG00000100154",0,"grey"
"ENSG00000100219",1,"turquoise"
"ENSG00000100242",3,"brown"
"ENSG00000100263",0,"grey"
"ENSG00000100266",2,"blue"
"ENSG00000100271",2,"blue"
"ENSG00000100284",1,"turquoise"
"ENSG00000100292",1,"turquoise"
"ENSG00000100296",1,"turquoise"
"ENSG00000100307",1,"turquoise"
"ENSG00000100330",1,"turquoise"
"ENSG00000100342",2,"blue"
"ENSG00000100345",1,"turquoise"
"ENSG00000100346",7,"black"
"ENSG00000100348",0,"grey"
"ENSG00000100351",3,"brown"
"ENSG00000100354",4,"yellow"
"ENSG00000100360",6,"red"
"ENSG00000100365",2,"blue"
"ENSG00000100368",2,"blue"
"ENSG00000100387",10,"purple"
"ENSG00000100393",1,"turquoise"
"ENSG00000100427",8,"pink"
"ENSG00000100439",1,"turquoise"
"ENSG00000100450",8,"pink"
"ENSG00000100453",8,"pink"
"ENSG00000100461",2,"blue"
"ENSG00000100462",2,"blue"
"ENSG00000100483",3,"brown"
"ENSG00000100485",3,"brown"
"ENSG00000100490",10,"purple"
"ENSG00000100504",2,"blue"
"ENSG00000100505",2,"blue"
"ENSG00000100522",1,"turquoise"
"ENSG00000100558",10,"purple"
"ENSG00000100567",4,"yellow"
"ENSG00000100599",1,"turquoise"
"ENSG00000100605",1,"turquoise"
"ENSG00000100612",2,"blue"
"ENSG00000100628",0,"grey"
"ENSG00000100629",1,"turquoise"
"ENSG00000100644",2,"blue"
"ENSG00000100647",1,"turquoise"
"ENSG00000100721",9,"magenta"
"ENSG00000100731",2,"blue"
"ENSG00000100784",2,"blue"
"ENSG00000100814",2,"blue"
"ENSG00000100852",4,"yellow"
"ENSG00000100890",0,"grey"
"ENSG00000100906",2,"blue"
"ENSG00000100908",0,"grey"
"ENSG00000100911",2,"blue"
"ENSG00000101017",9,"magenta"
"ENSG00000101052",10,"purple"
"ENSG00000101082",3,"brown"
"ENSG00000101096",6,"red"
"ENSG00000101104",1,"turquoise"
"ENSG00000101150",2,"blue"
"ENSG00000101160",2,"blue"
"ENSG00000101224",6,"red"
"ENSG00000101236",1,"turquoise"
"ENSG00000101255",0,"grey"
"ENSG00000101265",2,"blue"
"ENSG00000101290",2,"blue"
"ENSG00000101298",7,"black"
"ENSG00000101307",1,"turquoise"
"ENSG00000101335",1,"turquoise"
"ENSG00000101336",2,"blue"
"ENSG00000101384",2,"blue"
"ENSG00000101445",3,"brown"
"ENSG00000101457",2,"blue"
"ENSG00000101493",1,"turquoise"
"ENSG00000101557",4,"yellow"
"ENSG00000101596",3,"brown"
"ENSG00000101665",6,"red"
"ENSG00000101842",7,"black"
"ENSG00000101849",1,"turquoise"
"ENSG00000101916",2,"blue"
"ENSG00000101972",3,"brown"
"ENSG00000102007",2,"blue"
"ENSG00000102010",2,"blue"
"ENSG00000102032",1,"turquoise"
"ENSG00000102053",7,"black"
"ENSG00000102096",1,"turquoise"
"ENSG00000102174",0,"grey"
"ENSG00000102218",3,"brown"
"ENSG00000102226",6,"red"
"ENSG00000102245",7,"black"
"ENSG00000102265",1,"turquoise"
"ENSG00000102309",1,"turquoise"
"ENSG00000102349",9,"magenta"
"ENSG00000102384",10,"purple"
"ENSG00000102390",1,"turquoise"
"ENSG00000102393",2,"blue"
"ENSG00000102409",1,"turquoise"
"ENSG00000102445",2,"blue"
"ENSG00000102554",2,"blue"
"ENSG00000102580",2,"blue"
"ENSG00000102738",4,"yellow"
"ENSG00000102755",0,"grey"
"ENSG00000102780",1,"turquoise"
"ENSG00000102781",1,"turquoise"
"ENSG00000102796",2,"blue"
"ENSG00000102804",10,"purple"
"ENSG00000102870",4,"yellow"
"ENSG00000102882",2,"blue"
"ENSG00000102886",1,"turquoise"
"ENSG00000102908",2,"blue"
"ENSG00000102921",2,"blue"
"ENSG00000102984",0,"grey"
"ENSG00000103064",7,"black"
"ENSG00000103126",6,"red"
"ENSG00000103148",10,"purple"
"ENSG00000103187",1,"turquoise"
"ENSG00000103194",2,"blue"
"ENSG00000103196",2,"blue"
"ENSG00000103222",6,"red"
"ENSG00000103227",6,"red"
"ENSG00000103253",2,"blue"
"ENSG00000103254",0,"grey"
"ENSG00000103264",6,"red"
"ENSG00000103313",2,"blue"
"ENSG00000103351",7,"black"
"ENSG00000103355",1,"turquoise"
"ENSG00000103381",2,"blue"
"ENSG00000103472",2,"blue"
"ENSG00000103489",4,"yellow"
"ENSG00000103494",1,"turquoise"
"ENSG00000103507",1,"turquoise"
"ENSG00000103522",3,"brown"
"ENSG00000103528",9,"magenta"
"ENSG00000103569",2,"blue"
"ENSG00000103811",0,"grey"
"ENSG00000103876",4,"yellow"
"ENSG00000103966",4,"yellow"
"ENSG00000103994",2,"blue"
"ENSG00000104043",3,"brown"
"ENSG00000104093",2,"blue"
"ENSG00000104154",2,"blue"
"ENSG00000104218",1,"turquoise"
"ENSG00000104219",10,"purple"
"ENSG00000104290",1,"turquoise"
"ENSG00000104324",2,"blue"
"ENSG00000104341",0,"grey"
"ENSG00000104343",3,"brown"
"ENSG00000104381",1,"turquoise"
"ENSG00000104432",1,"turquoise"
"ENSG00000104450",3,"brown"
"ENSG00000104490",8,"pink"
"ENSG00000104522",10,"purple"
"ENSG00000104549",2,"blue"
"ENSG00000104635",3,"brown"
"ENSG00000104671",4,"yellow"
"ENSG00000104689",7,"black"
"ENSG00000104691",4,"yellow"
"ENSG00000104731",6,"red"
"ENSG00000104738",10,"purple"
"ENSG00000104763",2,"blue"
"ENSG00000104783",3,"brown"
"ENSG00000104814",6,"red"
"ENSG00000104852",6,"red"
"ENSG00000104856",1,"turquoise"
"ENSG00000104870",2,"blue"
"ENSG00000104880",1,"turquoise"
"ENSG00000104889",2,"blue"
"ENSG00000104894",6,"red"
"ENSG00000104921",9,"magenta"
"ENSG00000104936",6,"red"
"ENSG00000104960",1,"turquoise"
"ENSG00000104964",3,"brown"
"ENSG00000104972",1,"turquoise"
"ENSG00000104973",1,"turquoise"
"ENSG00000104974",1,"turquoise"
"ENSG00000104980",3,"brown"
"ENSG00000105011",2,"blue"
"ENSG00000105122",6,"red"
"ENSG00000105136",1,"turquoise"
"ENSG00000105176",4,"yellow"
"ENSG00000105220",6,"red"
"ENSG00000105258",0,"grey"
"ENSG00000105321",1,"turquoise"
"ENSG00000105327",2,"blue"
"ENSG00000105339",1,"turquoise"
"ENSG00000105352",2,"blue"
"ENSG00000105355",2,"blue"
"ENSG00000105369",9,"magenta"
"ENSG00000105374",8,"pink"
"ENSG00000105397",1,"turquoise"
"ENSG00000105426",1,"turquoise"
"ENSG00000105483",2,"blue"
"ENSG00000105486",7,"black"
"ENSG00000105514",1,"turquoise"
"ENSG00000105520",1,"turquoise"
"ENSG00000105639",1,"turquoise"
"ENSG00000105656",1,"turquoise"
"ENSG00000105662",6,"red"
"ENSG00000105699",7,"black"
"ENSG00000105717",3,"brown"
"ENSG00000105722",1,"turquoise"
"ENSG00000105755",0,"grey"
"ENSG00000105821",1,"turquoise"
"ENSG00000105835",3,"brown"
"ENSG00000105855",0,"grey"
"ENSG00000105875",4,"yellow"
"ENSG00000105926",1,"turquoise"
"ENSG00000105948",2,"blue"
"ENSG00000105993",1,"turquoise"
"ENSG00000106003",1,"turquoise"
"ENSG00000106012",1,"turquoise"
"ENSG00000106069",4,"yellow"
"ENSG00000106070",1,"turquoise"
"ENSG00000106100",6,"red"
"ENSG00000106123",6,"red"
"ENSG00000106133",3,"brown"
"ENSG00000106144",4,"yellow"
"ENSG00000106327",10,"purple"
"ENSG00000106344",6,"red"
"ENSG00000106348",1,"turquoise"
"ENSG00000106351",3,"brown"
"ENSG00000106367",1,"turquoise"
"ENSG00000106392",6,"red"
"ENSG00000106397",6,"red"
"ENSG00000106460",4,"yellow"
"ENSG00000106462",10,"purple"
"ENSG00000106477",2,"blue"
"ENSG00000106484",0,"grey"
"ENSG00000106526",3,"brown"
"ENSG00000106537",9,"magenta"
"ENSG00000106546",3,"brown"
"ENSG00000106560",4,"yellow"
"ENSG00000106608",3,"brown"
"ENSG00000106701",4,"yellow"
"ENSG00000106714",2,"blue"
"ENSG00000106780",2,"blue"
"ENSG00000106799",3,"brown"
"ENSG00000106868",4,"yellow"
"ENSG00000107099",1,"turquoise"
"ENSG00000107104",0,"grey"
"ENSG00000107140",6,"red"
"ENSG00000107242",10,"purple"
"ENSG00000107263",6,"red"
"ENSG00000107317",8,"pink"
"ENSG00000107331",6,"red"
"ENSG00000107341",2,"blue"
"ENSG00000107537",1,"turquoise"
"ENSG00000107611",7,"black"
"ENSG00000107679",1,"turquoise"
"ENSG00000107738",1,"turquoise"
"ENSG00000107779",1,"turquoise"
"ENSG00000107789",10,"purple"
"ENSG00000107833",0,"grey"
"ENSG00000107890",4,"yellow"
"ENSG00000107902",6,"red"
"ENSG00000107957",6,"red"
"ENSG00000108061",3,"brown"
"ENSG00000108106",10,"purple"
"ENSG00000108175",1,"turquoise"
"ENSG00000108179",2,"blue"
"ENSG00000108187",2,"blue"
"ENSG00000108239",0,"grey"
"ENSG00000108244",2,"blue"
"ENSG00000108306",1,"turquoise"
"ENSG00000108349",1,"turquoise"
"ENSG00000108370",8,"pink"
"ENSG00000108384",1,"turquoise"
"ENSG00000108405",1,"turquoise"
"ENSG00000108424",2,"blue"
"ENSG00000108468",2,"blue"
"ENSG00000108469",6,"red"
"ENSG00000108515",3,"brown"
"ENSG00000108523",1,"turquoise"
"ENSG00000108582",2,"blue"
"ENSG00000108773",6,"red"
"ENSG00000108784",3,"brown"
"ENSG00000108798",6,"red"
"ENSG00000108840",1,"turquoise"
"ENSG00000108946",2,"blue"
"ENSG00000108984",2,"blue"
"ENSG00000109016",1,"turquoise"
"ENSG00000109062",1,"turquoise"
"ENSG00000109063",7,"black"
"ENSG00000109103",2,"blue"
"ENSG00000109107",4,"yellow"
"ENSG00000109118",1,"turquoise"
"ENSG00000109270",3,"brown"
"ENSG00000109436",9,"magenta"
"ENSG00000109452",7,"black"
"ENSG00000109458",2,"blue"
"ENSG00000109466",2,"blue"
"ENSG00000109534",1,"turquoise"
"ENSG00000109536",4,"yellow"
"ENSG00000109654",1,"turquoise"
"ENSG00000109680",1,"turquoise"
"ENSG00000109684",9,"magenta"
"ENSG00000109736",6,"red"
"ENSG00000109743",2,"blue"
"ENSG00000109756",2,"blue"
"ENSG00000109762",2,"blue"
"ENSG00000109775",1,"turquoise"
"ENSG00000109790",3,"brown"
"ENSG00000109814",1,"turquoise"
"ENSG00000109906",4,"yellow"
"ENSG00000109911",4,"yellow"
"ENSG00000109943",1,"turquoise"
"ENSG00000109944",2,"blue"
"ENSG00000109956",8,"pink"
"ENSG00000109971",1,"turquoise"
"ENSG00000110002",0,"grey"
"ENSG00000110013",4,"yellow"
"ENSG00000110042",1,"turquoise"
"ENSG00000110057",1,"turquoise"
"ENSG00000110060",4,"yellow"
"ENSG00000110063",3,"brown"
"ENSG00000110077",3,"brown"
"ENSG00000110079",3,"brown"
"ENSG00000110080",2,"blue"
"ENSG00000110108",3,"brown"
"ENSG00000110171",6,"red"
"ENSG00000110172",4,"yellow"
"ENSG00000110203",2,"blue"
"ENSG00000110218",0,"grey"
"ENSG00000110315",3,"brown"
"ENSG00000110318",1,"turquoise"
"ENSG00000110395",1,"turquoise"
"ENSG00000110422",3,"brown"
"ENSG00000110446",2,"blue"
"ENSG00000110448",3,"brown"
"ENSG00000110583",6,"red"
"ENSG00000110651",3,"brown"
"ENSG00000110660",2,"blue"
"ENSG00000110665",6,"red"
"ENSG00000110700",4,"yellow"
"ENSG00000110713",2,"blue"
"ENSG00000110721",4,"yellow"
"ENSG00000110723",7,"black"
"ENSG00000110777",9,"magenta"
"ENSG00000110799",1,"turquoise"
"ENSG00000110841",9,"magenta"
"ENSG00000110848",4,"yellow"
"ENSG00000110852",6,"red"
"ENSG00000110876",1,"turquoise"
"ENSG00000110880",2,"blue"
"ENSG00000110888",10,"purple"
"ENSG00000110921",3,"brown"
"ENSG00000110931",2,"blue"
"ENSG00000110944",7,"black"
"ENSG00000110987",9,"magenta"
"ENSG00000111052",3,"brown"
"ENSG00000111058",2,"blue"
"ENSG00000111110",1,"turquoise"
"ENSG00000111144",2,"blue"
"ENSG00000111229",3,"brown"
"ENSG00000111252",1,"turquoise"
"ENSG00000111261",2,"blue"
"ENSG00000111266",7,"black"
"ENSG00000111275",2,"blue"
"ENSG00000111321",1,"turquoise"
"ENSG00000111335",0,"grey"
"ENSG00000111348",2,"blue"
"ENSG00000111424",1,"turquoise"
"ENSG00000111452",1,"turquoise"
"ENSG00000111490",2,"blue"
"ENSG00000111639",4,"yellow"
"ENSG00000111642",4,"yellow"
"ENSG00000111647",3,"brown"
"ENSG00000111679",1,"turquoise"
"ENSG00000111684",1,"turquoise"
"ENSG00000111696",4,"yellow"
"ENSG00000111711",4,"yellow"
"ENSG00000111716",7,"black"
"ENSG00000111727",4,"yellow"
"ENSG00000111729",3,"brown"
"ENSG00000111752",3,"brown"
"ENSG00000111801",3,"brown"
"ENSG00000111802",2,"blue"
"ENSG00000111817",3,"brown"
"ENSG00000111832",4,"yellow"
"ENSG00000111837",2,"blue"
"ENSG00000111843",4,"yellow"
"ENSG00000111850",4,"yellow"
"ENSG00000111859",2,"blue"
"ENSG00000111863",7,"black"
"ENSG00000111879",7,"black"
"ENSG00000111886",1,"turquoise"
"ENSG00000111897",3,"brown"
"ENSG00000111906",1,"turquoise"
"ENSG00000111913",2,"blue"
"ENSG00000112029",4,"yellow"
"ENSG00000112033",6,"red"
"ENSG00000112053",2,"blue"
"ENSG00000112062",2,"blue"
"ENSG00000112096",2,"blue"
"ENSG00000112118",3,"brown"
"ENSG00000112137",9,"magenta"
"ENSG00000112139",0,"grey"
"ENSG00000112149",9,"magenta"
"ENSG00000112182",9,"magenta"
"ENSG00000112195",2,"blue"
"ENSG00000112232",9,"magenta"
"ENSG00000112242",2,"blue"
"ENSG00000112249",1,"turquoise"
"ENSG00000112299",2,"blue"
"ENSG00000112303",2,"blue"
"ENSG00000112312",4,"yellow"
"ENSG00000112394",7,"black"
"ENSG00000112531",3,"brown"
"ENSG00000112561",1,"turquoise"
"ENSG00000112651",2,"blue"
"ENSG00000112667",2,"blue"
"ENSG00000112715",1,"turquoise"
"ENSG00000112759",1,"turquoise"
"ENSG00000112763",1,"turquoise"
"ENSG00000112782",2,"blue"
"ENSG00000112796",8,"pink"
"ENSG00000112799",0,"grey"
"ENSG00000112902",0,"grey"
"ENSG00000112996",4,"yellow"
"ENSG00000113068",2,"blue"
"ENSG00000113088",8,"pink"
"ENSG00000113108",1,"turquoise"
"ENSG00000113240",6,"red"
"ENSG00000113269",2,"blue"
"ENSG00000113303",2,"blue"
"ENSG00000113319",7,"black"
"ENSG00000113368",2,"blue"
"ENSG00000113460",4,"yellow"
"ENSG00000113522",2,"blue"
"ENSG00000113532",3,"brown"
"ENSG00000113597",4,"yellow"
"ENSG00000113643",10,"purple"
"ENSG00000113658",4,"yellow"
"ENSG00000113719",2,"blue"
"ENSG00000113721",8,"pink"
"ENSG00000113734",2,"blue"
"ENSG00000113742",2,"blue"
"ENSG00000113749",1,"turquoise"
"ENSG00000113810",10,"purple"
"ENSG00000113851",4,"yellow"
"ENSG00000113916",2,"blue"
"ENSG00000113966",4,"yellow"
"ENSG00000114126",10,"purple"
"ENSG00000114166",10,"purple"
"ENSG00000114268",2,"blue"
"ENSG00000114316",2,"blue"
"ENSG00000114331",3,"brown"
"ENSG00000114353",1,"turquoise"
"ENSG00000114395",0,"grey"
"ENSG00000114423",1,"turquoise"
"ENSG00000114450",3,"brown"
"ENSG00000114473",2,"blue"
"ENSG00000114480",3,"brown"
"ENSG00000114544",3,"brown"
"ENSG00000114573",2,"blue"
"ENSG00000114626",1,"turquoise"
"ENSG00000114650",1,"turquoise"
"ENSG00000114656",2,"blue"
"ENSG00000114670",0,"grey"
"ENSG00000114737",1,"turquoise"
"ENSG00000114738",1,"turquoise"
"ENSG00000114739",7,"black"
"ENSG00000114770",2,"blue"
"ENSG00000114812",7,"black"
"ENSG00000114853",2,"blue"
"ENSG00000114948",0,"grey"
"ENSG00000114982",6,"red"
"ENSG00000115085",3,"brown"
"ENSG00000115109",1,"turquoise"
"ENSG00000115129",2,"blue"
"ENSG00000115170",3,"brown"
"ENSG00000115232",4,"yellow"
"ENSG00000115233",4,"yellow"
"ENSG00000115267",0,"grey"
"ENSG00000115271",3,"brown"
"ENSG00000115282",6,"red"
"ENSG00000115289",0,"grey"
"ENSG00000115306",7,"black"
"ENSG00000115318",1,"turquoise"
"ENSG00000115339",3,"brown"
"ENSG00000115355",4,"yellow"
"ENSG00000115392",10,"purple"
"ENSG00000115415",2,"blue"
"ENSG00000115419",4,"yellow"
"ENSG00000115423",7,"black"
"ENSG00000115523",8,"pink"
"ENSG00000115525",3,"brown"
"ENSG00000115568",6,"red"
"ENSG00000115590",2,"blue"
"ENSG00000115594",2,"blue"
"ENSG00000115602",0,"grey"
"ENSG00000115604",2,"blue"
"ENSG00000115607",2,"blue"
"ENSG00000115687",7,"black"
"ENSG00000115738",8,"pink"
"ENSG00000115750",1,"turquoise"
"ENSG00000115756",1,"turquoise"
"ENSG00000115828",2,"blue"
"ENSG00000115866",1,"turquoise"
"ENSG00000115896",7,"black"
"ENSG00000115902",0,"grey"
"ENSG00000115956",1,"turquoise"
"ENSG00000116017",1,"turquoise"
"ENSG00000116128",7,"black"
"ENSG00000116133",3,"brown"
"ENSG00000116191",9,"magenta"
"ENSG00000116251",1,"turquoise"
"ENSG00000116260",1,"turquoise"
"ENSG00000116266",3,"brown"
"ENSG00000116273",1,"turquoise"
"ENSG00000116299",1,"turquoise"
"ENSG00000116337",1,"turquoise"
"ENSG00000116455",3,"brown"
"ENSG00000116514",1,"turquoise"
"ENSG00000116574",4,"yellow"
"ENSG00000116584",1,"turquoise"
"ENSG00000116641",1,"turquoise"
"ENSG00000116663",2,"blue"
"ENSG00000116667",8,"pink"
"ENSG00000116670",0,"grey"
"ENSG00000116675",10,"purple"
"ENSG00000116701",2,"blue"
"ENSG00000116729",2,"blue"
"ENSG00000116741",2,"blue"
"ENSG00000116747",4,"yellow"
"ENSG00000116750",4,"yellow"
"ENSG00000116771",7,"black"
"ENSG00000116791",1,"turquoise"
"ENSG00000116793",2,"blue"
"ENSG00000116824",2,"blue"
"ENSG00000116983",7,"black"
"ENSG00000116991",2,"blue"
"ENSG00000117000",3,"brown"
"ENSG00000117009",9,"magenta"
"ENSG00000117010",4,"yellow"
"ENSG00000117020",1,"turquoise"
"ENSG00000117054",4,"yellow"
"ENSG00000117090",2,"blue"
"ENSG00000117115",2,"blue"
"ENSG00000117143",1,"turquoise"
"ENSG00000117151",3,"brown"
"ENSG00000117155",4,"yellow"
"ENSG00000117174",1,"turquoise"
"ENSG00000117226",1,"turquoise"
"ENSG00000117228",2,"blue"
"ENSG00000117262",1,"turquoise"
"ENSG00000117281",8,"pink"
"ENSG00000117298",1,"turquoise"
"ENSG00000117318",9,"magenta"
"ENSG00000117322",9,"magenta"
"ENSG00000117335",3,"brown"
"ENSG00000117394",10,"purple"
"ENSG00000117395",1,"turquoise"
"ENSG00000117410",2,"blue"
"ENSG00000117461",8,"pink"
"ENSG00000117500",4,"yellow"
"ENSG00000117560",8,"pink"
"ENSG00000117602",7,"black"
"ENSG00000117616",3,"brown"
"ENSG00000117643",7,"black"
"ENSG00000117691",2,"blue"
"ENSG00000117906",4,"yellow"
"ENSG00000118058",3,"brown"
"ENSG00000118200",4,"yellow"
"ENSG00000118217",2,"blue"
"ENSG00000118242",2,"blue"
"ENSG00000118263",2,"blue"
"ENSG00000118308",2,"blue"
"ENSG00000118418",1,"turquoise"
"ENSG00000118432",0,"grey"
"ENSG00000118454",4,"yellow"
