gene_id,mod_num,mod_color
ENSG00000272908,8,pink
ENSG00000272918,2,blue
ENSG00000273038,2,blue
ENSG00000273112,2,blue
ENSG00000273320,2,blue
ENSG00000273340,3,brown
ENSG00000273382,3,brown
ENSG00000273797,2,blue
ENSG00000273824,8,pink
ENSG00000274173,2,blue
ENSG00000274536,2,blue
ENSG00000274712,2,blue
ENSG00000274922,3,brown
ENSG00000274929,2,blue
ENSG00000274963,2,blue
ENSG00000275131,7,black
ENSG00000275302,8,pink
ENSG00000275379,2,blue
ENSG00000275569,3,brown
ENSG00000275888,2,blue
ENSG00000276058,3,brown
ENSG00000276136,2,blue
ENSG00000276180,2,blue
ENSG00000276644,2,blue
ENSG00000276649,2,blue
ENSG00000276699,3,brown
ENSG00000276900,3,brown
ENSG00000277147,8,pink
ENSG00000277443,3,brown
ENSG00000277548,2,blue
ENSG00000277595,2,blue
ENSG00000277687,2,blue
ENSG00000277734,2,blue
ENSG00000277763,2,blue
ENSG00000277972,8,pink
ENSG00000278156,2,blue
ENSG00000278195,7,black
ENSG00000278259,3,brown
ENSG00000278540,3,brown
ENSG00000278600,2,blue
ENSG00000278829,2,blue
ENSG00000278864,7,black
ENSG00000278869,2,blue
ENSG00000278962,7,black
